hostName;displayName;ipsState;ipsStatus;ipsRulesCount;ipsRulesID;ipsRulesName;ipsRulesSeverity;ipsRulesCVE
WIN-0UKV8IM1ALA;;prevent;active;364;5870;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-1018);high;CVE-2018-1018
WIN-0UKV8IM1ALA;;prevent;active;364;5872;Microsoft Windows Shell Remote Code Execution Vulnerability (CVE-2018-0883);high;CVE-2018-0883
WIN-0UKV8IM1ALA;;prevent;active;364;5876;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0988);high;CVE-2018-0988
WIN-0UKV8IM1ALA;;prevent;active;364;5877;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0996);high;CVE-2018-0996
WIN-0UKV8IM1ALA;;prevent;active;364;5878;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-1001);high;CVE-2018-1001
WIN-0UKV8IM1ALA;;prevent;active;364;5880;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0889);high;CVE-2018-0889
WIN-0UKV8IM1ALA;;prevent;active;364;5892;HTTP Protocol Decoding;critical;CVE-2008-6505,CVE-2008-6682,CVE-2012-6431,CVE-2015-5174,CVE-2004-1315,CVE-2010-3718,CVE-2015-1977,CVE-2000-1075,CVE-2015-8565,CVE-2016-8211,CVE-2018-1323,CVE-2008-2938,CVE-2007-1860,CVE-2012-3305,CVE-2001-0333,CVE-2013-3827,CVE-2001-0252,CVE-2009-1523,CVE-2006-2758,CVE-2015-5531,CVE-2015-8564,CVE-2015-1493,CVE-2014-7816
WIN-0UKV8IM1ALA;;prevent;active;364;5916;Microsoft Edge Information Disclosure Vulnerability (CVE-2018-0766);medium;CVE-2018-0766
WIN-0UKV8IM1ALA;;prevent;active;364;5928;Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2018-1004);critical;CVE-2018-1004
WIN-0UKV8IM1ALA;;prevent;active;364;5929;Microsoft JET Database Engine Remote Code Execution Vulnerability (CVE-2018-1003);critical;CVE-2018-1003
WIN-0UKV8IM1ALA;;prevent;active;364;5952;Microsoft Malware Protection Engine Remote Code Execution Vulnerability (CVE-2018-0986);critical;CVE-2018-0986
WIN-0UKV8IM1ALA;;prevent;active;364;5954;Microsoft Internet Explorer And Edge Scripting Engine Information Disclosure Vulnerability (CVE-2018-0891);medium;CVE-2018-0891
WIN-0UKV8IM1ALA;;prevent;active;364;5958;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0955);high;CVE-2018-0955
WIN-0UKV8IM1ALA;;prevent;active;364;5959;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8114);high;CVE-2018-8114
WIN-0UKV8IM1ALA;;prevent;active;364;5960;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8122);high;CVE-2018-8122
WIN-0UKV8IM1ALA;;prevent;active;364;5962;Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-0954);high;CVE-2018-0954
WIN-0UKV8IM1ALA;;prevent;active;364;5964;Microsoft Internet Explorer Information Disclosure Vulnerability (CVE-2018-0929);medium;CVE-2018-0929
WIN-0UKV8IM1ALA;;prevent;active;364;5968;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0935);high;CVE-2018-0935
WIN-0UKV8IM1ALA;;prevent;active;364;5974;Microsoft Windows Graphics Multiple Security Vulnerabilities (Apr-2018);critical;CVE-2018-1015,CVE-2018-1012,CVE-2018-1010,CVE-2018-1013,CVE-2018-1016
WIN-0UKV8IM1ALA;;prevent;active;364;5991;Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2018-1000);low;CVE-2018-1000
WIN-0UKV8IM1ALA;;prevent;active;364;5992;Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2018-0981);low;CVE-2018-0981
WIN-0UKV8IM1ALA;;prevent;active;364;5993;Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2018-0987);medium;CVE-2018-0987
WIN-0UKV8IM1ALA;;prevent;active;364;5997;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8249);high;CVE-2018-8249
WIN-0UKV8IM1ALA;;prevent;active;364;6000;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0978);high;CVE-2018-0978
WIN-0UKV8IM1ALA;;prevent;active;364;6021;Microsoft Windows Multiple Elevation Of Privilege Vulnerabilities (June-2018);high;CVE-2018-8208,CVE-2018-8233,CVE-2018-8214,CVE-2018-1036,CVE-2018-8169
WIN-0UKV8IM1ALA;;prevent;active;364;6024;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8267);high;CVE-2018-8267
WIN-0UKV8IM1ALA;;prevent;active;364;6046;Microsoft Windows Media Foundation Memory Corruption Vulnerability (CVE-2018-8251);high;CVE-2018-8251
WIN-0UKV8IM1ALA;;prevent;active;364;6047;Microsoft Windows Remote Code Execution Vulnerability (CVE-2018-8210);high;CVE-2018-8210
WIN-0UKV8IM1ALA;;prevent;active;364;6078;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8242);high;CVE-2018-8242
WIN-0UKV8IM1ALA;;prevent;active;364;6082;Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-8291);high;CVE-2018-8291
WIN-0UKV8IM1ALA;;prevent;active;364;6084;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8296);high;CVE-2018-8296
WIN-0UKV8IM1ALA;;prevent;active;364;6092;Microsoft Internet Explorer Security Feature Bypass Vulnerability (CVE-2018-0949);critical;CVE-2018-0949
WIN-0UKV8IM1ALA;;prevent;active;364;6094;Microsoft Internet Explorer And Edge Information Disclosure Vulnerability (CVE-2018-1025);medium;CVE-2018-1025
WIN-0UKV8IM1ALA;;prevent;active;364;6098;Microsoft Windows OpenType Font Driver Elevation Of Privilege Vulnerability (CVE-2018-1008);critical;CVE-2018-1008
WIN-0UKV8IM1ALA;;prevent;active;364;6105;Microsoft Windows SNMP Service Denial of Service Vulnerability (CVE-2018-0967);medium;CVE-2018-0967
WIN-0UKV8IM1ALA;;prevent;active;364;6121;Microsoft Windows Remote Assistance Information Disclosure Vulnerability (CVE-2018-0878);low;CVE-2018-0878
WIN-0UKV8IM1ALA;;prevent;active;364;6136;Microsoft Windows DirectX Graphics Kernel Elevation Of Privilege Vulnerability (CVE-2018-8406);high;CVE-2018-8406
WIN-0UKV8IM1ALA;;prevent;active;364;6137;Microsoft Windows DirectX Graphics Kernel Elevation Of Privilege Vulnerability (CVE-2018-8405);high;CVE-2018-8405
WIN-0UKV8IM1ALA;;prevent;active;364;6138;Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2018-8404);high;CVE-2018-8404
WIN-0UKV8IM1ALA;;prevent;active;364;6139;Microsoft Windows DirectX Graphics Kernel Elevation Of Privilege Vulnerability (CVE-2018-8401);high;CVE-2018-8401
WIN-0UKV8IM1ALA;;prevent;active;364;6140;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8389);high;CVE-2018-8389
WIN-0UKV8IM1ALA;;prevent;active;364;6143;Microsoft Windows LNK Remote Code Execution Vulnerability (CVE-2018-8345);high;CVE-2018-8345
WIN-0UKV8IM1ALA;;prevent;active;364;6144;Microsoft Internet Explorer And Edge Chakra Scripting Engine Memory Corruption Vulnerability (CVE-2018-8145);critical;CVE-2018-8145
WIN-0UKV8IM1ALA;;prevent;active;364;6152;Microsoft Graphics Remote Code Execution Vulnerability (CVE-2018-8344);critical;CVE-2018-8344
WIN-0UKV8IM1ALA;;prevent;active;364;6153;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8371);high;CVE-2018-8371
WIN-0UKV8IM1ALA;;prevent;active;364;6154;Microsoft Internet Explorer And Edge Memory Corruption Vulnerability (CVE-2018-8403);high;CVE-2018-8403
WIN-0UKV8IM1ALA;;prevent;active;364;6185;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8239);medium;CVE-2018-8239
WIN-0UKV8IM1ALA;;prevent;active;364;6196;Windows Port Mapper Decoder;high;
WIN-0UKV8IM1ALA;;prevent;active;364;6235;Microsoft Windows Kernel Information Disclosure Vulnerability (CVE-2018-8442);low;CVE-2018-8442
WIN-0UKV8IM1ALA;;prevent;active;364;6238;Microsoft Windows Multiple Security Vulnerabilities (Sep-2018);high;CVE-2018-8449,CVE-2018-8410
WIN-0UKV8IM1ALA;;prevent;active;364;6243;Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-8288);high;CVE-2018-8288
WIN-0UKV8IM1ALA;;prevent;active;364;6250;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8447);high;CVE-2018-8447
WIN-0UKV8IM1ALA;;prevent;active;364;6252;Microsoft Internet Explorer Security Feature Bypass Vulnerability (CVE-2018-8470);medium;CVE-2018-8470
WIN-0UKV8IM1ALA;;prevent;active;364;6253;Microsoft Windows Task Scheduler ALPC Privilege Escalation Vulnerability (CVE-2018-8440);high;CVE-2018-8440
WIN-0UKV8IM1ALA;;prevent;active;364;6257;Microsoft Windows MSXML Remote Code Execution Vulnerability (CVE-2018-8420);critical;CVE-2018-8420
WIN-0UKV8IM1ALA;;prevent;active;364;6261;Microsoft Windows StructuredQuery Remote Code Execution Vulnerability (CVE-2018-0825);high;CVE-2018-0825
WIN-0UKV8IM1ALA;;prevent;active;364;6276;Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2018-0977);high;CVE-2018-0977
WIN-0UKV8IM1ALA;;prevent;active;364;6329;Microsoft Windows CredSSP Remote Code Execution Vulnerability (CVE-2018-0886);high;CVE-2018-0886
WIN-0UKV8IM1ALA;;prevent;active;364;6344;Microsoft Windows DNSAPI Remote Code Execution Vulnerability (CVE-2018-8225);critical;CVE-2018-8225
WIN-0UKV8IM1ALA;;prevent;active;364;6376;Microsoft Windows Multiple Security Vulnerabilities (Oct-2018);high;CVE-2018-8411,CVE-2018-8453,CVE-2018-8486
WIN-0UKV8IM1ALA;;prevent;active;364;6377;Microsoft Windows Device Guard Code Integrity Policy Security Feature Bypass Vulnerability (CVE-2018-8492);medium;CVE-2018-8492
WIN-0UKV8IM1ALA;;prevent;active;364;6389;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8491);high;CVE-2018-8491
WIN-0UKV8IM1ALA;;prevent;active;364;6391;Microsoft Filter Manager Elevation Of Privilege Vulnerability (CVE-2018-8333);medium;CVE-2018-8333
WIN-0UKV8IM1ALA;;prevent;active;364;6392;Microsoft Windows Theme API Remote Code Execution Vulnerability (CVE-2018-8413);critical;CVE-2018-8413
WIN-0UKV8IM1ALA;;prevent;active;364;6397;Microsoft Windows .NET Framework Device Guard Security Feature Bypass Vulnerability (CVE-2018-1039);critical;CVE-2018-1039
WIN-0UKV8IM1ALA;;prevent;active;364;6419;Speculative Execution Information Disclosure Vulnerabilities (Spectre);medium;CVE-2017-5715,CVE-2017-5753
WIN-0UKV8IM1ALA;;prevent;active;364;6425;Microsoft Internet Explorer 'Tree::Notify_InvalidateDisplay' Null Pointer Dereference Vulnerability;high;
WIN-0UKV8IM1ALA;;prevent;active;364;6426;Microsoft Windows Graphics Components Remote Code Execution Vulnerability (CVE-2018-8553);critical;CVE-2018-8553
WIN-0UKV8IM1ALA;;prevent;active;364;6432;Microsoft Windows ALPC Elevation Of Privilege Vulnerability (CVE-2018-8584);high;CVE-2018-8584
WIN-0UKV8IM1ALA;;prevent;active;364;6435;Microsoft Windows Multiple Security Vulnerabilities (Nov-2018);high;CVE-2018-8408,CVE-2018-8565,CVE-2018-8589
WIN-0UKV8IM1ALA;;prevent;active;364;6437;Microsoft Windows Multiple Elevation Of Privilege Vulnerabilities (May 2018);high;CVE-2018-8124,CVE-2018-8164,CVE-2018-8165,CVE-2018-8166,CVE-2018-8167,CVE-2018-8120
WIN-0UKV8IM1ALA;;prevent;active;364;6441;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8460);high;CVE-2018-8460
WIN-0UKV8IM1ALA;;prevent;active;364;6451;Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2018-8619);high;CVE-2018-8619
WIN-0UKV8IM1ALA;;prevent;active;364;6453;Microsoft Text-To-Speech Remote Code Execution Vulnerability (CVE-2018-8634);critical;CVE-2018-8634
WIN-0UKV8IM1ALA;;prevent;active;364;6455;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8424);critical;CVE-2018-8424
WIN-0UKV8IM1ALA;;prevent;active;364;6456;Microsoft JET Database Engine Remote Code Execution Vulnerability (CVE-2018-8423);critical;CVE-2018-8423
WIN-0UKV8IM1ALA;;prevent;active;364;6460;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8643);high;CVE-2018-8643
WIN-0UKV8IM1ALA;;prevent;active;364;6461;Microsoft Windows Multiple Security Vulnerabilities (Dec-2018);high;CVE-2018-8611,CVE-2018-8639
WIN-0UKV8IM1ALA;;prevent;active;364;6463;Microsoft Windows Remote Code Execution Vulnerability (CVE-2018-8475);medium;CVE-2018-8475
WIN-0UKV8IM1ALA;;prevent;active;364;6471;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8596);critical;CVE-2018-8596
WIN-0UKV8IM1ALA;;prevent;active;364;6474;Microsoft Windows COM Elevation Of Privilege Vulnerability (CVE-2018-8550);critical;CVE-2018-8550
WIN-0UKV8IM1ALA;;prevent;active;364;6479;Microsoft Windows Shell Remote Code Execution Vulnerability (CVE-2018-8495);high;CVE-2018-8495
WIN-0UKV8IM1ALA;;prevent;active;364;6482;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8631);high;CVE-2018-8631
WIN-0UKV8IM1ALA;;prevent;active;364;6485;Microsoft Windows VBScript Engine Use-After-Free Vulnerability (CVE-2018-8373);high;CVE-2018-8373
WIN-0UKV8IM1ALA;;prevent;active;364;6486;Microsoft Windows Multiple Security Vulnerabilities (Jan-2019) - 1;critical;CVE-2019-0543,CVE-2019-0552,CVE-2019-0555
WIN-0UKV8IM1ALA;;prevent;active;364;6492;Microsoft Windows Multiple Security Vulnerabilities (Jan-2019) - 2;critical;CVE-2019-0569,CVE-2019-0572,CVE-2019-0573,CVE-2019-0574
WIN-0UKV8IM1ALA;;prevent;active;364;6498;Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-8372);high;CVE-2018-8372
WIN-0UKV8IM1ALA;;prevent;active;364;6499;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8353);high;CVE-2018-8353
WIN-0UKV8IM1ALA;;prevent;active;364;6506;Microsoft Windows Data Sharing Service Elevation Of Privilege Vulnerability (CVE-2019-0571);critical;CVE-2019-0571
WIN-0UKV8IM1ALA;;prevent;active;364;6510;Microsoft Internet Explorer VBScript Engine Remote Code Execution Vulnerability (CVE-2018-8552);high;CVE-2018-8552
WIN-0UKV8IM1ALA;;prevent;active;364;6531;Microsoft JET Database Engine Remote Code Execution Vulnerability (CVE-2018-8392);critical;CVE-2018-8392
WIN-0UKV8IM1ALA;;prevent;active;364;6535;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8595);medium;CVE-2018-8595
WIN-0UKV8IM1ALA;;prevent;active;364;6542;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2019-0606);critical;CVE-2019-0606
WIN-0UKV8IM1ALA;;prevent;active;364;6551;Microsoft Windows Multiple Security Vulnerabilities (Feb-2019);critical;CVE-2019-0628,CVE-2019-0621,CVE-2019-0656,CVE-2019-0661
WIN-0UKV8IM1ALA;;prevent;active;364;6552;Microsoft Windows Information Disclosure Vulnerability (CVE-2019-0636);medium;
WIN-0UKV8IM1ALA;;prevent;active;364;6556;Microsoft Internet Explorer Information Disclosure Vulnerability (CVE-2019-0676);critical;CVE-2019-0676
WIN-0UKV8IM1ALA;;prevent;active;364;6571;Microsoft Windows JET Database Out-of-Bounds Read Remote Code Execution Vulnerability (CVE-2019-0575);medium;CVE-2019-0575
WIN-0UKV8IM1ALA;;prevent;active;364;6572;Microsoft Windows JET Database Engine 'CreateLvSMLocs' Remote Code Execution (CVE-2019-0577);medium;CVE-2019-0577
WIN-0UKV8IM1ALA;;prevent;active;364;6573;Microsoft Windows JET Database Engine Multiple Remote Code Execution Vulnerabilities (Feb - 2019);critical;CVE-2019-0598,CVE-2019-0596,CVE-2019-0597,CVE-2019-0581,CVE-2019-0599,CVE-2019-0595,CVE-2019-0625
WIN-0UKV8IM1ALA;;prevent;active;364;6588;Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2019-0763);critical;CVE-2019-0763
WIN-0UKV8IM1ALA;;prevent;active;364;6589;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0680);critical;CVE-2019-0680
WIN-0UKV8IM1ALA;;prevent;active;364;6592;Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2019-0609);critical;CVE-2019-0609
WIN-0UKV8IM1ALA;;prevent;active;364;6593;Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0666);critical;CVE-2019-0666
WIN-0UKV8IM1ALA;;prevent;active;364;6596;Microsoft Internet Explorer VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0665);critical;CVE-2019-0665
WIN-0UKV8IM1ALA;;prevent;active;364;6598;Microsoft Windows SMB Information Disclosure Vulnerability (CVE-2019-0703);critical;CVE-2019-0703
WIN-0UKV8IM1ALA;;prevent;active;364;6599;Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2019-0797);medium;CVE-2019-0797
WIN-0UKV8IM1ALA;;prevent;active;364;6600;Microsoft Windows Multiple Information Disclosure Vulnerabilities (March 2019);critical;CVE-2019-0755,CVE-2019-0767,CVE-2019-0775
WIN-0UKV8IM1ALA;;prevent;active;364;6605;Microsoft Windows Runtime Elevation Of Privilege Vulnerability (CVE-2019-0570);critical;CVE-2019-0570
WIN-0UKV8IM1ALA;;prevent;active;364;6615;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8394);critical;CVE-2018-8394
WIN-0UKV8IM1ALA;;prevent;active;364;6627;Microsoft Windows GDI Elevation Of Privilege Vulnerability (CVE-2019-0803);critical;CVE-2019-0803
WIN-0UKV8IM1ALA;;prevent;active;364;6630;Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0862);critical;CVE-2019-0862
WIN-0UKV8IM1ALA;;prevent;active;364;6631;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0753);critical;CVE-2019-0753
WIN-0UKV8IM1ALA;;prevent;active;364;6640;Microsoft XML Remote Code Execution Vulnerability (CVE-2019-0793);critical;CVE-2019-0793
WIN-0UKV8IM1ALA;;prevent;active;364;6641;Microsoft XML Remote Code Execution Vulnerability (CVE-2019-0794);critical;CVE-2019-0794
WIN-0UKV8IM1ALA;;prevent;active;364;6643;Microsoft Windows Multiple Security Vulnerabilities (Apr-2019);critical;CVE-2019-0685,CVE-2019-0840,CVE-2019-0814,CVE-2019-0859,CVE-2019-0844
WIN-0UKV8IM1ALA;;prevent;active;364;6645;Microsoft Windows SMB Remote Code Execution Vulnerability (CVE-2019-0630);critical;CVE-2019-0630
WIN-0UKV8IM1ALA;;prevent;active;364;6661;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0614);critical;CVE-2019-0614
WIN-0UKV8IM1ALA;;prevent;active;364;6675;Microsoft Internet Explorer VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0667);critical;CVE-2019-0667
WIN-0UKV8IM1ALA;;prevent;active;364;6676;Microsoft Edge And Internet Explorer Same Origin Policy Bypass Vulnerabilities;medium;
WIN-0UKV8IM1ALA;;prevent;active;364;6678;Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2019-0808);critical;CVE-2019-0808
WIN-0UKV8IM1ALA;;prevent;active;364;6679;Microsoft Windows Elevation Of Privilege Vulnerability (CVE-2018-8468);critical;CVE-2018-8468
WIN-0UKV8IM1ALA;;prevent;active;364;6682;Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2018-8544);critical;CVE-2018-8544
WIN-0UKV8IM1ALA;;prevent;active;364;6684;Microsoft Windows Deployment Services TFTP Server Remote Code Execution Vulnerability (CVE-2018-8476);critical;CVE-2018-8476
WIN-0UKV8IM1ALA;;prevent;active;364;6688;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0802);medium;CVE-2019-0802
WIN-0UKV8IM1ALA;;prevent;active;364;6693;Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2019-0541);critical;CVE-2019-0541
WIN-0UKV8IM1ALA;;prevent;active;364;6696;Microsoft Windows MS XML Remote Code Execution Vulnerability (CVE-2018-8494);critical;CVE-2018-8494
WIN-0UKV8IM1ALA;;prevent;active;364;6699;Microsoft Windows PowerShell ISE Filename Parsing Remote Code Execution Vulnerability Over SMB;critical;
WIN-0UKV8IM1ALA;;prevent;active;364;6700;Microsoft Windows PowerShell ISE Filename Parsing Remote Code Execution Vulnerability;critical;
WIN-0UKV8IM1ALA;;prevent;active;364;6703;Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8653);high;CVE-2018-8653
WIN-0UKV8IM1ALA;;prevent;active;364;6704;Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0882);critical;CVE-2019-0882
WIN-0UKV8IM1ALA;;prevent;active;364;6705;Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2019-0884);critical;CVE-2019-0884
