hostName,displayName,ipsState,ipsStatus,ipsRulesCount,ipsRulesID,ipsRulesName,ipsRulesSeverity,ipsRulesCVE
,,,,,5762,Detected SSLv3 Response (ATT&CK T1032),medium,CVE-2014-3568,CVE-2014-3566
,,,,,5772,Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2017-11887),low,CVE-2017-11887
,,,,,5781,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-0772),high,CVE-2018-0772
,,,,,5783,Microsoft Windows Multiple Elevation Of Privilege Vulnerabilities (March-2018),high,CVE-2018-0817,CVE-2018-0877,CVE-2018-0882
,,,,,5800,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0866),critical,CVE-2018-0866
,,,,,5832,Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2017-11906),low,CVE-2017-11906
,,,,,5857,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0870),high,CVE-2018-0870
,,,,,5860,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0991),high,CVE-2018-0991
,,,,,5866,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0997),high,CVE-2018-0997
,,,,,5870,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-1018),high,CVE-2018-1018
,,,,,5872,Microsoft Windows Shell Remote Code Execution Vulnerability (CVE-2018-0883),high,CVE-2018-0883
,,,,,5876,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0988),high,CVE-2018-0988
,,,,,5877,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0996),high,CVE-2018-0996
,,,,,5878,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-1001),high,CVE-2018-1001
,,,,,5880,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0889),high,CVE-2018-0889
,,,,,5892,HTTP Protocol Decoding,critical,CVE-2008-6505,CVE-2008-6682,CVE-2012-6431,CVE-2015-5174,CVE-2004-1315,CVE-2010-3718,CVE-2015-1977,CVE-2000-1075,CVE-2015-8565,CVE-2016-8211,CVE-2018-1323,CVE-2008-2938,CVE-2007-1860,CVE-2012-3305,CVE-2001-0333,CVE-2013-3827,CVE-2001-0252,CVE-2009-1523,CVE-2006-2758,CVE-2015-5531,CVE-2015-8564,CVE-2015-1493,CVE-2014-7816
,,,,,5916,Microsoft Edge Information Disclosure Vulnerability (CVE-2018-0766),medium,CVE-2018-0766
,,,,,5928,Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2018-1004),critical,CVE-2018-1004
,,,,,5929,Microsoft JET Database Engine Remote Code Execution Vulnerability (CVE-2018-1003),critical,CVE-2018-1003
,,,,,5952,Microsoft Malware Protection Engine Remote Code Execution Vulnerability (CVE-2018-0986),critical,CVE-2018-0986
,,,,,5954,Microsoft Internet Explorer And Edge Scripting Engine Information Disclosure Vulnerability (CVE-2018-0891),medium,CVE-2018-0891
,,,,,5958,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-0955),high,CVE-2018-0955
,,,,,5959,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8114),high,CVE-2018-8114
,,,,,5960,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8122),high,CVE-2018-8122
,,,,,5962,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-0954),high,CVE-2018-0954
,,,,,5964,Microsoft Internet Explorer Information Disclosure Vulnerability (CVE-2018-0929),medium,CVE-2018-0929
,,,,,5968,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0935),high,CVE-2018-0935
,,,,,5974,Microsoft Windows Graphics Multiple Security Vulnerabilities (Apr-2018),critical,CVE-2018-1015,CVE-2018-1012,CVE-2018-1010,CVE-2018-1013,CVE-2018-1016
,,,,,5991,Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2018-1000),low,CVE-2018-1000
,,,,,5992,Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2018-0981),low,CVE-2018-0981
,,,,,5993,Microsoft Internet Explorer Scripting Engine Information Disclosure Vulnerability (CVE-2018-0987),medium,CVE-2018-0987
,,,,,5997,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8249),high,CVE-2018-8249
,,,,,6000,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-0978),high,CVE-2018-0978
,,,,,6021,Microsoft Windows Multiple Elevation Of Privilege Vulnerabilities (June-2018),high,CVE-2018-8208,CVE-2018-8233,CVE-2018-8214,CVE-2018-1036,CVE-2018-8169
,,,,,6024,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8267),high,CVE-2018-8267
,,,,,6046,Microsoft Windows Media Foundation Memory Corruption Vulnerability (CVE-2018-8251),high,CVE-2018-8251
,,,,,6047,Microsoft Windows Remote Code Execution Vulnerability (CVE-2018-8210),high,CVE-2018-8210
,,,,,6078,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8242),high,CVE-2018-8242
,,,,,6082,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-8291),high,CVE-2018-8291
,,,,,6084,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8296),high,CVE-2018-8296
,,,,,6092,Microsoft Internet Explorer Security Feature Bypass Vulnerability (CVE-2018-0949),critical,CVE-2018-0949
,,,,,6094,Microsoft Internet Explorer And Edge Information Disclosure Vulnerability (CVE-2018-1025),medium,CVE-2018-1025
,,,,,6098,Microsoft Windows OpenType Font Driver Elevation Of Privilege Vulnerability (CVE-2018-1008),critical,CVE-2018-1008
,,,,,6105,Microsoft Windows SNMP Service Denial of Service Vulnerability (CVE-2018-0967),medium,CVE-2018-0967
,,,,,6121,Microsoft Windows Remote Assistance Information Disclosure Vulnerability (CVE-2018-0878),low,CVE-2018-0878
,,,,,6136,Microsoft Windows DirectX Graphics Kernel Elevation Of Privilege Vulnerability (CVE-2018-8406),high,CVE-2018-8406
,,,,,6137,Microsoft Windows DirectX Graphics Kernel Elevation Of Privilege Vulnerability (CVE-2018-8405),high,CVE-2018-8405
,,,,,6138,Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2018-8404),high,CVE-2018-8404
,,,,,6139,Microsoft Windows DirectX Graphics Kernel Elevation Of Privilege Vulnerability (CVE-2018-8401),high,CVE-2018-8401
,,,,,6140,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8389),high,CVE-2018-8389
,,,,,6143,Microsoft Windows LNK Remote Code Execution Vulnerability (CVE-2018-8345),high,CVE-2018-8345
,,,,,6144,Microsoft Internet Explorer And Edge Chakra Scripting Engine Memory Corruption Vulnerability (CVE-2018-8145),critical,CVE-2018-8145
,,,,,6152,Microsoft Graphics Remote Code Execution Vulnerability (CVE-2018-8344),critical,CVE-2018-8344
,,,,,6153,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8371),high,CVE-2018-8371
,,,,,6154,Microsoft Internet Explorer And Edge Memory Corruption Vulnerability (CVE-2018-8403),high,CVE-2018-8403
,,,,,6185,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8239),medium,CVE-2018-8239
,,,,,6196,Windows Port Mapper Decoder,high,
,,,,,6235,Microsoft Windows Kernel Information Disclosure Vulnerability (CVE-2018-8442),low,CVE-2018-8442
,,,,,6238,Microsoft Windows Multiple Security Vulnerabilities (Sep-2018),high,CVE-2018-8449,CVE-2018-8410
,,,,,6243,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-8288),high,CVE-2018-8288
,,,,,6250,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8447),high,CVE-2018-8447
,,,,,6252,Microsoft Internet Explorer Security Feature Bypass Vulnerability (CVE-2018-8470),medium,CVE-2018-8470
,,,,,6253,Microsoft Windows Task Scheduler ALPC Privilege Escalation Vulnerability (CVE-2018-8440),high,CVE-2018-8440
,,,,,6257,Microsoft Windows MSXML Remote Code Execution Vulnerability (CVE-2018-8420),critical,CVE-2018-8420
,,,,,6261,Microsoft Windows StructuredQuery Remote Code Execution Vulnerability (CVE-2018-0825),high,CVE-2018-0825
,,,,,6276,Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2018-0977),high,CVE-2018-0977
,,,,,6329,Microsoft Windows CredSSP Remote Code Execution Vulnerability (CVE-2018-0886),high,CVE-2018-0886
,,,,,6344,Microsoft Windows DNSAPI Remote Code Execution Vulnerability (CVE-2018-8225),critical,CVE-2018-8225
,,,,,6376,Microsoft Windows Multiple Security Vulnerabilities (Oct-2018),high,CVE-2018-8411,CVE-2018-8453,CVE-2018-8486
,,,,,6377,Microsoft Windows Device Guard Code Integrity Policy Security Feature Bypass Vulnerability (CVE-2018-8492),medium,CVE-2018-8492
,,,,,6389,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8491),high,CVE-2018-8491
,,,,,6391,Microsoft Filter Manager Elevation Of Privilege Vulnerability (CVE-2018-8333),medium,CVE-2018-8333
,,,,,6392,Microsoft Windows Theme API Remote Code Execution Vulnerability (CVE-2018-8413),critical,CVE-2018-8413
,,,,,6397,Microsoft Windows .NET Framework Device Guard Security Feature Bypass Vulnerability (CVE-2018-1039),critical,CVE-2018-1039
,,,,,6419,Speculative Execution Information Disclosure Vulnerabilities (Spectre),medium,CVE-2017-5715,CVE-2017-5753
,,,,,6425,Microsoft Internet Explorer 'Tree::Notify_InvalidateDisplay' Null Pointer Dereference Vulnerability,high,
,,,,,6426,Microsoft Windows Graphics Components Remote Code Execution Vulnerability (CVE-2018-8553),critical,CVE-2018-8553
,,,,,6432,Microsoft Windows ALPC Elevation Of Privilege Vulnerability (CVE-2018-8584),high,CVE-2018-8584
,,,,,6435,Microsoft Windows Multiple Security Vulnerabilities (Nov-2018),high,CVE-2018-8408,CVE-2018-8565,CVE-2018-8589
,,,,,6437,Microsoft Windows Multiple Elevation Of Privilege Vulnerabilities (May 2018),high,CVE-2018-8124,CVE-2018-8164,CVE-2018-8165,CVE-2018-8166,CVE-2018-8167,CVE-2018-8120
,,,,,6441,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8460),high,CVE-2018-8460
,,,,,6451,Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2018-8619),high,CVE-2018-8619
,,,,,6453,Microsoft Text-To-Speech Remote Code Execution Vulnerability (CVE-2018-8634),critical,CVE-2018-8634
,,,,,6455,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8424),critical,CVE-2018-8424
,,,,,6456,Microsoft JET Database Engine Remote Code Execution Vulnerability (CVE-2018-8423),critical,CVE-2018-8423
,,,,,6460,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8643),high,CVE-2018-8643
,,,,,6461,Microsoft Windows Multiple Security Vulnerabilities (Dec-2018),high,CVE-2018-8611,CVE-2018-8639
,,,,,6463,Microsoft Windows Remote Code Execution Vulnerability (CVE-2018-8475),medium,CVE-2018-8475
,,,,,6471,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8596),critical,CVE-2018-8596
,,,,,6474,Microsoft Windows COM Elevation Of Privilege Vulnerability (CVE-2018-8550),critical,CVE-2018-8550
,,,,,6479,Microsoft Windows Shell Remote Code Execution Vulnerability (CVE-2018-8495),high,CVE-2018-8495
,,,,,6482,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2018-8631),high,CVE-2018-8631
,,,,,6485,Microsoft Windows VBScript Engine Use-After-Free Vulnerability (CVE-2018-8373),high,CVE-2018-8373
,,,,,6486,Microsoft Windows Multiple Security Vulnerabilities (Jan-2019) - 1,critical,CVE-2019-0543,CVE-2019-0552,CVE-2019-0555
,,,,,6492,Microsoft Windows Multiple Security Vulnerabilities (Jan-2019) - 2,critical,CVE-2019-0569,CVE-2019-0572,CVE-2019-0573,CVE-2019-0574
,,,,,6498,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2018-8372),high,CVE-2018-8372
,,,,,6499,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8353),high,CVE-2018-8353
,,,,,6506,Microsoft Windows Data Sharing Service Elevation Of Privilege Vulnerability (CVE-2019-0571),critical,CVE-2019-0571
,,,,,6510,Microsoft Internet Explorer VBScript Engine Remote Code Execution Vulnerability (CVE-2018-8552),high,CVE-2018-8552
,,,,,6531,Microsoft JET Database Engine Remote Code Execution Vulnerability (CVE-2018-8392),critical,CVE-2018-8392
,,,,,6535,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8595),medium,CVE-2018-8595
,,,,,6542,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2019-0606),critical,CVE-2019-0606
,,,,,6551,Microsoft Windows Multiple Security Vulnerabilities (Feb-2019),critical,CVE-2019-0628,CVE-2019-0621,CVE-2019-0656,CVE-2019-0661
,,,,,6552,Microsoft Windows Information Disclosure Vulnerability (CVE-2019-0636),medium,
,,,,,6556,Microsoft Internet Explorer Information Disclosure Vulnerability (CVE-2019-0676),critical,CVE-2019-0676
,,,,,6571,Microsoft Windows JET Database Out-of-Bounds Read Remote Code Execution Vulnerability (CVE-2019-0575),medium,CVE-2019-0575
,,,,,6572,Microsoft Windows JET Database Engine 'CreateLvSMLocs' Remote Code Execution (CVE-2019-0577),medium,CVE-2019-0577
,,,,,6573,Microsoft Windows JET Database Engine Multiple Remote Code Execution Vulnerabilities (Feb - 2019),critical,CVE-2019-0598,CVE-2019-0596,CVE-2019-0597,CVE-2019-0581,CVE-2019-0599,CVE-2019-0595,CVE-2019-0625
,,,,,6588,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2019-0763),critical,CVE-2019-0763
,,,,,6589,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0680),critical,CVE-2019-0680
,,,,,6592,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2019-0609),critical,CVE-2019-0609
,,,,,6593,Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0666),critical,CVE-2019-0666
,,,,,6596,Microsoft Internet Explorer VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0665),critical,CVE-2019-0665
,,,,,6598,Microsoft Windows SMB Information Disclosure Vulnerability (CVE-2019-0703),critical,CVE-2019-0703
,,,,,6599,Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2019-0797),medium,CVE-2019-0797
,,,,,6600,Microsoft Windows Multiple Information Disclosure Vulnerabilities (March 2019),critical,CVE-2019-0755,CVE-2019-0767,CVE-2019-0775
,,,,,6605,Microsoft Windows Runtime Elevation Of Privilege Vulnerability (CVE-2019-0570),critical,CVE-2019-0570
,,,,,6615,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8394),critical,CVE-2018-8394
,,,,,6627,Microsoft Windows GDI Elevation Of Privilege Vulnerability (CVE-2019-0803),critical,CVE-2019-0803
,,,,,6630,Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0862),critical,CVE-2019-0862
,,,,,6631,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0753),critical,CVE-2019-0753
,,,,,6640,Microsoft XML Remote Code Execution Vulnerability (CVE-2019-0793),critical,CVE-2019-0793
,,,,,6641,Microsoft XML Remote Code Execution Vulnerability (CVE-2019-0794),critical,CVE-2019-0794
,,,,,6643,Microsoft Windows Multiple Security Vulnerabilities (Apr-2019),critical,CVE-2019-0685,CVE-2019-0840,CVE-2019-0814,CVE-2019-0859,CVE-2019-0844
,,,,,6645,Microsoft Windows SMB Remote Code Execution Vulnerability (CVE-2019-0630),critical,CVE-2019-0630
,,,,,6661,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0614),critical,CVE-2019-0614
,,,,,6675,Microsoft Internet Explorer VBScript Engine Remote Code Execution Vulnerability (CVE-2019-0667),critical,CVE-2019-0667
,,,,,6676,Microsoft Edge And Internet Explorer Same Origin Policy Bypass Vulnerabilities,medium,
,,,,,6678,Microsoft Windows Win32k Elevation Of Privilege Vulnerability (CVE-2019-0808),critical,CVE-2019-0808
,,,,,6679,Microsoft Windows Elevation Of Privilege Vulnerability (CVE-2018-8468),critical,CVE-2018-8468
,,,,,6682,Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2018-8544),critical,CVE-2018-8544
,,,,,6684,Microsoft Windows Deployment Services TFTP Server Remote Code Execution Vulnerability (CVE-2018-8476),critical,CVE-2018-8476
,,,,,6688,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0802),medium,CVE-2019-0802
,,,,,6693,Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2019-0541),critical,CVE-2019-0541
,,,,,6696,Microsoft Windows MS XML Remote Code Execution Vulnerability (CVE-2018-8494),critical,CVE-2018-8494
,,,,,6699,Microsoft Windows PowerShell ISE Filename Parsing Remote Code Execution Vulnerability Over SMB,critical,
,,,,,6700,Microsoft Windows PowerShell ISE Filename Parsing Remote Code Execution Vulnerability,critical,
,,,,,6703,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2018-8653),high,CVE-2018-8653
,,,,,6704,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0882),critical,CVE-2019-0882
,,,,,6705,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2019-0884),critical,CVE-2019-0884
,,,,,6706,Microsoft Windows OLE Remote Code Execution Vulnerability (CVE-2019-0885),critical,CVE-2019-0885
,,,,,6707,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2019-0911),critical,CVE-2019-0911
,,,,,6708,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0918),critical,CVE-2019-0918
,,,,,6710,Microsoft Internet Explorer Information Disclosure Vulnerability (CVE-2019-0930),critical,CVE-2019-0930
,,,,,6727,Microsoft Windows Error Reporting Elevation Of Privilege Vulnerability (CVE-2019-0863),critical,CVE-2019-0863
,,,,,6729,Microsoft Windows Multiple GDI Information Disclosure Vulnerabilities (Feb 2019),critical,CVE-2019-0602,CVE-2019-0615,CVE-2019-0616,CVE-2019-0618,CVE-2019-0619
,,,,,6731,Microsoft Windows Font Subsetting Library Integer Overflow Remote Code Execution Vulnerability (CVE-2019-0903),critical,CVE-2019-0903
,,,,,6732,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2019-0940),critical,CVE-2019-0940
,,,,,6742,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0758),critical,CVE-2019-0758
,,,,,6748,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2018-8472),critical,CVE-2018-8472
,,,,,6749,Microsoft Windows Jet Database Engine Multiple Remote Code Execution Vulnerabilities (May-2019),critical,CVE-2019-0891,CVE-2019-0894,CVE-2019-0895,CVE-2019-0896,CVE-2019-0897,CVE-2019-0902,CVE-2019-0890
,,,,,6753,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0920),critical,CVE-2019-0920
,,,,,6757,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-1055),critical,CVE-2019-1055
,,,,,6759,Microsoft Windows Multiple Security Vulnerabilities (June-2019),critical,CVE-2019-1069,CVE-2019-0943,CVE-2019-0984,CVE-2019-0986,CVE-2019-1041,CVE-2019-1017,CVE-2019-1053,CVE-2019-1064
,,,,,6761,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0988),critical,CVE-2019-0988
,,,,,6766,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-1005),critical,CVE-2019-1005
,,,,,6774,Microsoft Windows Vcf And Contact File Insufficient UI Warning Remote Code Execution Vulnerability,critical,
,,,,,6779,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-0961),critical,CVE-2019-0961
,,,,,6783,Microsoft Windows SymCrypt Denial-of-Service Vulnerability (CVE-2019-0865),high,CVE-2019-0865
,,,,,6792,Microsoft Windows VBScript Engine Remote Code Execution Vulnerability (CVE-2018-8174),high,CVE-2018-8174
,,,,,6793,Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2018-8625),high,CVE-2018-8625
,,,,,6794,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-0752),critical,CVE-2019-0752
,,,,,6799,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-1012),critical,CVE-2019-1012
,,,,,6816,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-1046),critical,CVE-2019-1046
,,,,,6818,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-1010),critical,CVE-2019-1010
,,,,,6819,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-1050),critical,CVE-2019-1050
,,,,,6820,Microsoft Windows ActiveX Data Objects (ADO) Remote Code Execution Vulnerability (CVE-2019-0888),critical,CVE-2019-0888
,,,,,6827,Microsoft Windows Jet Database Engine Remote Code Execution Vulnerability (CVE-2019-0908),critical,CVE-2019-0908
,,,,,6834,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability (CVE-2019-1004),critical,CVE-2019-1004
,,,,,6835,Microsoft Internet Explorer And Edge Memory Corruption Vulnerability (CVE-2019-1104),critical,CVE-2019-1104
,,,,,6836,Microsoft Internet Explorer And Edge Scripting Engine Memory Corruption Vulnerability (CVE-2019-1001),critical,CVE-2019-1001
,,,,,6843,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2019-1063),critical,CVE-2019-1063
,,,,,6857,Microsoft Windows Event Viewer Information Disclosure Vulnerability (CVE-2019-0948),critical,CVE-2019-0948
,,,,,6859,Microsoft GDI+ Remote Code Execution Vulnerability (CVE-2019-1102),critical,CVE-2019-1102
,,,,,6882,Microsoft DirectWrite Information Disclosure Vulnerability (CVE-2019-1093),critical,CVE-2019-1093
,,,,,6883,Microsoft DirectWrite Information Disclosure Vulnerability (CVE-2019-1097),critical,CVE-2019-1097
,,,,,6884,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-1094),critical,CVE-2019-1094
,,,,,6885,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-1095),critical,CVE-2019-1095
,,,,,6892,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability (CVE-2019-1147),high,CVE-2019-1147
,,,,,6893,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability (CVE-2019-1146),critical,CVE-2019-1146
,,,,,6894,Microsoft Windows EMF Graphic Out-Of-Bounds Read Information Disclosure Vulnerability (CVE-2019-1143),medium,CVE-2019-1143
,,,,,6895,Microsoft Windows Font Subsetting Library Out-Of-Bounds Read Information Disclosure Vulnerability (CVE-2019-1148),medium,CVE-2019-1148
,,,,,6896,Microsoft Windows Font Subsetting Library Double Free Remote Code Execution Vulnerability (CVE-2019-1144),critical,CVE-2019-1144
,,,,,6897,Microsoft Windows Font Subsetting Library Use-After-Free Remote Code Execution Vulnerability (CVE-2019-1145),critical,CVE-2019-1145
,,,,,6899,Microsoft Jet Database Engine Remote Code Execution Vulnerability (CVE-2019-1155),critical,CVE-2019-1155
,,,,,6900,Microsoft Jet Database Engine Remote Code Execution Vulnerability (CVE-2019-1156),critical,CVE-2019-1156
,,,,,6901,Microsoft Windows GDI Information Disclosure Vulnerability (CVE-2019-1158),critical,CVE-2019-1158
,,,,,6903,Microsoft Jet Database Engine Remote Code Execution Vulnerability (CVE-2019-1157),critical,CVE-2019-1157
,,,,,6904,Microsoft XmlLite Runtime Denial of Service Vulnerability (CVE-2019-1187),critical,CVE-2019-1187
,,,,,6931,Microsoft Windows RDP Remote Code Execution Vulnerability (CVE-2019-1182),critical,CVE-2019-1182
,,,,,6933,Microsoft Windows RDP Remote Code Execution Vulnerability (CVE-2019-1181),critical,CVE-2019-1181
,,,,,6949,Microsoft Windows Jet Database Engine Remote Code Execution Vulnerability (CVE-2019-1242),high,CVE-2019-1242
